agent,area_sqm,bathrooms,bedrooms,description,listing_id,location,on_show,price,property_type,special_tag,url,crime_index,gautrain_km
,230.0,,4.0,,,Ruimsig,,2590000.0,4 Bedroom Townhouse,,,2.0,17.29
,500.0,,,,,Florida Park,,9000000.0,Commercial Property,,,3.0,13.84
,201.0,,4.0,,,Willowbrook,,1800000.0,4 Bedroom Townhouse,,,3.0,13.84
,71.0,3.0,4.0,,,Horison,,1685000.0,4 Bedroom House,,,3.0,13.84
,569.0,,4.0,,,Florida Hills,,2199000.0,4 Bedroom House,,,3.0,13.84
,61.0,,2.0,,,Groblerpark,,500000.0,2 Bedroom Apartment,,,3.0,13.84
,180.0,,3.0,,,Florida Park,,1200000.0,3 Bedroom Townhouse,,,3.0,13.84
,49.0,,2.0,,,Groblerpark,,430000.0,2 Bedroom Apartment,,,3.0,13.84
,245.0,,4.0,,,Fleurhof,,1050000.0,4 Bedroom House,,,8.0,13.36
,77.0,,2.0,,,Hamberg,,660000.0,2 Bedroom Apartment,,,3.0,13.84
,38.0,,2.0,,,Fleurhof,sunday 9 february 2025  – view by appointment only – contact agent to ...,470000.0,2 Bedroom Apartment,,,8.0,13.36
,315.0,,4.0,,,Cosmo City,,980000.0,4 Bedroom House,,,3.0,13.84
,72.0,,1.0,,,Horison,,439000.0,1 Bedroom Apartment,,,3.0,13.84
,38.0,,2.0,,,Fleurhof,,425000.0,2 Bedroom Apartment,,,8.0,13.36
,75.0,,2.0,,,Honeydew Manor,,695000.0,2 Bedroom Townhouse,,,3.0,13.84
,280.0,,3.0,,,Cosmo City,,1300000.0,3 Bedroom House,,,3.0,13.84
,66.0,,2.0,,,Allen'S Nek,,599000.0,2 Bedroom Townhouse,,,3.0,13.84
,300.0,,3.0,,,Weltevreden Park,,1499000.0,3 Bedroom House,,,3.0,9.07
,73.0,,3.0,,,Allen'S Nek,,950000.0,3 Bedroom Townhouse,,,3.0,13.84
,62.0,,2.0,,,Groblerpark,,650000.0,2 Bedroom Apartment,,,3.0,13.84
,115.0,,3.0,,,Witpoortjie,,1150000.0,3 Bedroom House,,,3.0,13.84
,450.0,,3.0,,,Cosmo City,,1150000.0,3 Bedroom House,,,3.0,13.84
,899.0,,3.0,,,Wilgeheuwel,,1299999.0,3 Bedroom House,,,3.0,13.84
,55.0,,,,,Laser Park,,14500000.0,House,,,3.0,15.05
,945.0,,5.0,,,Discovery,,2500000.0,5 Bedroom House,,,4.0,12.35
,80.0,,3.0,,,Princess Ah,,699999.0,3 Bedroom Apartment,,,3.0,13.84
,40.0,,2.0,,,Fleurhof,,400000.0,2 Bedroom Apartment,,,8.0,13.36
,213.0,,3.0,,,Amorosa,,2350000.0,3 Bedroom Townhouse,,,3.0,13.84
,919.0,,4.0,,,Constantia Kloof,,3800000.0,4 Bedroom House,,,3.0,13.92
,962.0,,,,,Lea Glen,,12500000.0,Industrial Property,,,3.0,13.84
,60.0,,2.0,,,Lindhaven,,550000.0,2 Bedroom Townhouse,,,3.0,13.84
,40.0,,2.0,,,Fleurhof,,480000.0,2 Bedroom Apartment,,,8.0,13.36
,51.0,,2.0,,,Florida,,465000.0,2 Bedroom Apartment,,,6.0,14.56
,185.0,,3.0,,,Wilgeheuwel,,1795000.0,3 Bedroom Townhouse,,,3.0,13.84
,119.0,,3.0,,,Honeydew Ridge,,950000.0,3 Bedroom Townhouse,,,3.0,13.84
,75.0,,3.0,,,Bergbron,,1300000.0,3 Bedroom Apartment,,,3.0,13.84
,650.0,,6.0,,,Helderkruin View,,4800000.0,6 Bedroom House,,,3.0,13.84
,259.0,,,,,Horison Park,,2200000.0,Commercial Property,,,3.0,13.84
,247.0,2.0,3.0,,,Horison,,1598000.0,3 Bedroom House,,,3.0,13.84
,60.0,,2.0,,,Radiokop,,590000.0,2 Bedroom Apartment,,,3.0,12.01
,127.0,,2.0,,,Horizon View,,757000.0,2 Bedroom Apartment,,,3.0,13.84
,200.0,,2.0,,,Constantia Kloof,,875000.0,2 Bedroom Townhouse,,,3.0,13.92
,87.0,,2.0,,,Honeypark,,639000.0,2 Bedroom Townhouse,,,3.0,13.84
,114.0,2.0,2.0,,,Groblerpark,,645000.0,2 Bedroom Townhouse,,,3.0,13.84
,391.0,3.0,3.0,,,Allen'S Nek,,1400000.0,3 Bedroom Townhouse,,,3.0,13.84
,115.0,,3.0,,,Witpoortjie,,1550000.0,3 Bedroom House,,,3.0,13.84
,600.0,,4.0,,,Ruimsig,,5995000.0,4 Bedroom House,,,2.0,17.29
,154.0,,3.0,,,Allen'S Nek,,1390000.0,3 Bedroom Townhouse,,,3.0,13.84
,300.0,,,,,Horison,,12500000.0,Commercial Property,,,3.0,13.84
,53.0,,1.0,,,Zandspruit,,490000.0,1 Bedroom Apartment,,,3.0,13.84
,156.0,,3.0,,,Wilgeheuwel,,2130000.0,3 Bedroom Townhouse,,,3.0,13.84
,280.0,,3.0,,,Cosmo City,,1100000.0,3 Bedroom House,,,3.0,13.84
,154.0,,,,,Ruimsig,,1785000.0,Commercial Property,,,2.0,17.29
,92.0,,2.0,,,Wilro Park,,1030000.0,2 Bedroom Townhouse,,,3.0,13.84
,70.0,,3.0,,,Weltevreden Park,,979000.0,3 Bedroom Townhouse,,,3.0,9.07
,855.0,,4.0,,,Eagle Canyon Golf Estate,,10500000.0,4 Bedroom House,,,3.0,13.84
,841.0,,5.0,,,Eagle Canyon Golf Estate,,7590000.0,5 Bedroom House,,,3.0,13.84
,541.0,,4.0,,,Helderkruin,,2295000.0,4 Bedroom House,,,3.0,14.75
,92.0,,2.0,,,Honeydew Manor,,1110000.0,2 Bedroom Townhouse,,,3.0,13.84
,70.0,,3.0,,,Cosmo City,,1095000.0,3 Bedroom House,,,3.0,13.84
,193.0,,4.0,,,Radiokop,,2100000.0,4 Bedroom Townhouse,,,3.0,12.01
,265.0,,2.0,,,Witpoortjie,,749000.0,2 Bedroom House,,,3.0,13.84
,173.0,,3.0,,,Honeydew Manor,,2600000.0,3 Bedroom Townhouse,,,3.0,13.84
,706.0,,3.0,,,Lindhaven,,1125000.0,3 Bedroom House,,,3.0,13.84
,30.0,,6.0,,,Eagle Canyon Golf Estate,,11900000.0,6 Bedroom House,,,3.0,13.84
,357.0,,4.0,,,Constantia Kloof,,4199000.0,4 Bedroom House,,,3.0,13.92
,51.0,,2.0,,,Honeydew Manor,- view by appointment only!!  CONTACT Joni TO BOOK YOUR TIME SLOT!!,785000.0,2 Bedroom Townhouse,,,3.0,13.84
,252.0,,2.0,,,Wilro Park,,1255000.0,2 Bedroom Townhouse,,,3.0,13.84
,94.0,2.0,2.0,,,Wilgeheuwel,,950000.0,2 Bedroom Townhouse,,,3.0,13.84
,583.0,,5.0,,,Ruimsig,,3500000.0,5 Bedroom House,,,2.0,17.29
,61.0,,2.0,,,Groblerpark,,580000.0,2 Bedroom Townhouse,,,3.0,13.84
,100.0,,2.0,,,Honeydew Grove,,1200000.0,2 Bedroom Townhouse,,,3.0,13.84
,231.0,,2.0,,,Groblerpark,,680000.0,2 Bedroom Townhouse,,,3.0,13.84
,389.0,,4.0,,,Ruimsig,,4480000.0,4 Bedroom House,,,2.0,17.29
,475.0,,3.0,,,Ruimsig,,2350000.0,3 Bedroom House,,,2.0,17.29
,80.0,,3.0,,,Georginia,,750000.0,3 Bedroom Townhouse,,,3.0,13.84
,96.0,,3.0,,,Horizon View,,725000.0,3 Bedroom Apartment,,,3.0,13.84
,60.0,,2.0,,,Wilgeheuwel,,600000.0,2 Bedroom Apartment,,,3.0,13.84
,51.0,,2.0,,,Wilgeheuwel,,485000.0,2 Bedroom Townhouse,,,3.0,13.84
,115.0,,4.0,,,Ruimsig,,5300000.0,4 Bedroom House,,,2.0,17.29
,321.0,,2.0,,,Florida,,430000.0,2 Bedroom Apartment,,,6.0,14.56
,69.0,,2.0,,,Wilgeheuwel,,700000.0,2 Bedroom Apartment,,,3.0,13.84
,77.0,,2.0,,,Florida,,420000.0,2 Bedroom Apartment,,,6.0,14.56
,252.0,,3.0,,,Cosmo City,,870000.0,3 Bedroom House,,,3.0,13.84
,480.0,,3.0,,,Groblerpark,,750000.0,3 Bedroom House,,,3.0,13.84
,87.0,,2.0,,,Wilgeheuwel,,939999.0,2 Bedroom Apartment,,,3.0,13.84
,450.0,,3.0,,,Weltevreden Park,,1390000.0,3 Bedroom Townhouse,,,3.0,9.07
,38.0,,2.0,,,Fleurhof,,345000.0,2 Bedroom Apartment,,,8.0,13.36
,296.0,,3.0,,,Helderkruin,,1350000.0,3 Bedroom Townhouse,,,3.0,14.75
,40.0,,1.0,,,Horizon View,,380000.0,1 Bedroom Apartment,,,3.0,13.84
,708.0,,2.0,,,Florida,,9000000.0,Commercial Property,,,6.0,14.56
,133.0,,2.0,,,Wilgeheuwel,,1595000.0,2 Bedroom Townhouse,,,3.0,13.84
,76.0,,2.0,,,Honeydew,,635000.0,2 Bedroom Apartment,,,4.0,11.41
,41.0,,2.0,,,Fleurhof,,640000.0,2 Bedroom Apartment,,,8.0,13.36
,925.0,2.0,4.0,,,Maraisburg,,1499000.0,4 Bedroom House,,,3.0,13.84
,63.0,,2.0,,,Laser Park,,500000.0,2 Bedroom Apartment,,,3.0,15.05
,992.0,,3.0,,,Delarey,,1399995.0,3 Bedroom House,,,3.0,13.84
,101.0,,2.0,,,Florida,,590000.0,2 Bedroom Apartment,,,6.0,14.56
,583.0,,5.0,,,Ruimsig,,3350000.0,5 Bedroom House,,,2.0,17.29
,184.0,,3.0,,,Wilgeheuwel,,1349999.0,3 Bedroom Townhouse,,,3.0,13.84
,505.0,,3.0,,,Florida,,1495000.0,3 Bedroom House,,,6.0,14.56
,349.0,,3.0,,,Cosmo City,,880000.0,3 Bedroom House,,,3.0,13.84
,65.0,,2.0,,,Weltevreden Park,,800000.0,2 Bedroom Townhouse,,,3.0,9.07
,960.0,,2.0,,,Florida Hills,,850000.0,2 Bedroom Townhouse,,,3.0,13.84
,64.0,,2.0,,,Honeypark,,600000.0,2 Bedroom Apartment,,,3.0,13.84
,75.0,1.0,2.0,,,Florida,,450000.0,2 Bedroom Apartment,,,6.0,14.56
,60.0,,3.0,,,Cosmo City,,995000.0,3 Bedroom House,,,3.0,13.84
,79.0,2.0,3.0,,,Groblerpark,,590000.0,3 Bedroom Apartment,,,3.0,13.84
,52.0,,2.0,,,Honeydew Grove,,540000.0,2 Bedroom Apartment,,,3.0,13.84
,993.0,,3.0,,,Wilro Park,,1450000.0,3 Bedroom House,,,3.0,13.84
,349.0,,3.0,,,Fleurhof,,870000.0,3 Bedroom House,,,8.0,13.36
,154.0,,,,,Honeydew,,6600000.0,Vacant Land,,,4.0,11.41
,67.0,,3.0,,,Roodepoort West,,649999.0,3 Bedroom House,,,3.0,13.84
,72.0,,2.0,,,Honeypark,,680000.0,2 Bedroom Apartment,,,3.0,13.84
,84.0,,3.0,,,Bergbron,,1199000.0,3 Bedroom Apartment,,,3.0,13.84
,117.0,,3.0,,,Wilgeheuwel,,1199000.0,3 Bedroom Townhouse,,,3.0,13.84
,64.0,,2.0,,,Wilgeheuwel,,850000.0,2 Bedroom Townhouse,,,3.0,13.84
,541.0,,,,,Delarey,,4500000.0,Commercial Property,,,3.0,13.84
,106.0,,2.0,,,Wilro Park,,840000.0,2 Bedroom Townhouse,,,3.0,13.84
,77.0,2.0,2.0,,,Wilgeheuwel,,799000.0,2 Bedroom Townhouse,,,3.0,13.84
,87.0,,2.0,,,Florida,,460000.0,2 Bedroom Apartment,,,6.0,14.56
,172.0,,3.0,,,Kloofendal,,1500000.0,3 Bedroom Townhouse,,,3.0,13.84
,76.0,,2.0,,,Laser Park,,889900.0,2 Bedroom Apartment,,,3.0,15.05
,60.0,,2.0,,,Allen'S Nek,,600000.0,2 Bedroom Apartment,,,3.0,13.84
,333.0,,3.0,,,Honeydew Manor,,2795000.0,3 Bedroom Townhouse,,,3.0,13.84
,758.0,,5.0,,,Florida Park,,3500000.0,5 Bedroom House,,,3.0,13.84
,65.0,,2.0,,,Florida,,400000.0,2 Bedroom Apartment,,,6.0,14.56
,52.0,,2.0,,,Groblerpark,,700000.0,2 Bedroom Townhouse,,,3.0,13.84
,787.0,,3.0,,,Witpoortjie,,1300000.0,3 Bedroom House,,,3.0,13.84
,79.0,,1.0,,,Constantia Kloof,,629000.0,1 Bedroom Apartment,,,3.0,13.92
,67.0,,2.0,,,Bergbron,,830000.0,2 Bedroom Apartment,,,3.0,13.84
,674.0,,2.0,,,Florida Hills,,1790000.0,2 Bedroom House,,,3.0,13.84
,997.0,,6.0,,,Horizon View,,2713500.0,6 Bedroom House,,,3.0,13.84
,298.0,,2.0,,,Cosmo City,,680000.0,2 Bedroom House,,,3.0,13.84
,80.0,,3.0,,,Princess Ah,,499000.0,3 Bedroom Apartment,,,3.0,13.84
,163.0,,3.0,,,Honeydew Manor,,1649999.0,3 Bedroom Townhouse,,,3.0,13.84
,250.0,,3.0,,,Amorosa,,1590000.0,3 Bedroom Townhouse,,,3.0,13.84
,74.0,,3.0,,,Radiokop,,730000.0,3 Bedroom Apartment,,,3.0,12.01
,43.0,,2.0,,,Fleurhof,,360000.0,2 Bedroom Apartment,,,8.0,13.36
,70.0,1.0,2.0,,,Florida,,399000.0,2 Bedroom Apartment,,,6.0,14.56
,71.0,,2.0,,,Ruimsig,,850000.0,2 Bedroom Townhouse,,,2.0,17.29
,120.0,,3.0,,,Groblerpark,,950000.0,3 Bedroom House,,,3.0,13.84
,830.0,,4.0,,,Fleurhof,,1499000.0,4 Bedroom House,,,8.0,13.36
,978.0,,6.0,,,Constantia Kloof,,2000000.0,6 Bedroom House,,,3.0,13.92
,500.0,,3.0,,,Wilgeheuwel,,2298000.0,3 Bedroom House,,,3.0,13.84
,65.0,,5.0,,,Kloofendal,,3400000.0,5 Bedroom House,,,3.0,13.84
,70.0,,2.0,,,Weltevreden Park,,850000.0,2 Bedroom Townhouse,,,3.0,9.07
,48.0,,2.0,,,Amorosa,,650000.0,2 Bedroom Apartment,,,3.0,13.84
,44.0,,2.0,,,Fleurhof,,450000.0,2 Bedroom Townhouse,,,8.0,13.36
,730.0,,2.0,,,Lindhaven,,480000.0,2 Bedroom Townhouse,,,3.0,13.84
,105.0,,2.0,,,Allen'S Nek,,880000.0,2 Bedroom Townhouse,,,3.0,13.84
,60.0,,2.0,,,Weltevreden Park,,550000.0,2 Bedroom Apartment,,,3.0,9.07
,600.0,,12.0,,,Weltevreden Park,,4200000.0,12 Bedroom Apartment,,,3.0,9.07
,81.0,,,,,Helderkruin,,1800000.0,House,,,3.0,14.75
,38.0,,2.0,,,Fleurhof,,460000.0,2 Bedroom Apartment,,,8.0,13.36
,98.0,,2.0,,,Florida,,430000.0,2 Bedroom Apartment,,,6.0,14.56
,83.0,,2.0,,,Discovery,,519999.0,2 Bedroom Apartment,,,4.0,12.35
,67.0,,2.0,,,Wilgeheuwel,,820000.0,2 Bedroom Townhouse,,,3.0,13.84
,11.0,,4.0,,,Ruimsig,,3300000.0,4 Bedroom House,,,2.0,17.29
,145.0,,2.0,,,Wilgeheuwel,,1570000.0,2 Bedroom Townhouse,,,3.0,13.84
,88.0,1.0,2.0,,,Florida Lake,,470000.0,2 Bedroom Apartment,,,3.0,13.84
,93.0,,2.0,,,Florida,,450000.0,2 Bedroom Apartment,,,6.0,14.56
,232.0,,2.0,,,Florida Glen,,799990.0,2 Bedroom Townhouse,,,3.0,13.84
,272.0,,2.0,,,Cosmo City,,570000.0,2 Bedroom House,,,3.0,13.84
,415.0,,10.0,,,Cosmo City,,2700000.0,10 Bedroom House,,,3.0,13.84
,83.0,,2.0,,,Florida Lake,,450000.0,2 Bedroom Apartment,,,3.0,13.84
,919.0,,4.0,,,Eagle Canyon Golf Estate,,6900000.0,4 Bedroom House,,,3.0,13.84
,57.0,,2.0,,,Honeydew Grove,,545000.0,2 Bedroom Apartment,,,3.0,13.84
,63.0,,1.0,,,Constantia Kloof,,559900.0,1 Bedroom Apartment,,,3.0,13.92
,312.0,,2.0,,,Weltevreden Park,,2400000.0,2 Bedroom House,,,3.0,9.07
,483.0,,5.0,,,Wilro Park,,2365000.0,5 Bedroom House,,,3.0,13.84
,60.0,,2.0,,,Wilgeheuwel,,530000.0,2 Bedroom Apartment,,,3.0,13.84
,82.0,,2.0,,,Radiokop,,830000.0,2 Bedroom Townhouse,,,3.0,12.01
,61.0,,1.0,,,Horizon View,,325000.0,1 Bedroom Apartment,,,3.0,13.84
,181.0,,4.0,,,Radiokop,,1475000.0,4 Bedroom Townhouse,,,3.0,12.01
,73.0,,2.0,,,Honeydew Grove,,680000.0,2 Bedroom Apartment,,,3.0,13.84
,122.0,,2.0,,,Florida Lake,,900000.0,2 Bedroom Townhouse,,,3.0,13.84
,80.0,,2.0,,,Laser Park,,499000.0,2 Bedroom Apartment,,,3.0,15.05
,152.0,,2.0,,,Wilro Park,,1335000.0,2 Bedroom Townhouse,,,3.0,13.84
,87.0,,3.0,,,Honeypark,,850000.0,3 Bedroom Townhouse,,,3.0,13.84
,497.0,,4.0,,,Roodekrans,,1800000.0,4 Bedroom House,,,3.0,13.84
,95.0,,3.0,,,Weltevreden Park,,900000.0,3 Bedroom Apartment,,,3.0,9.07
,402.0,,3.0,,,Cosmo City,,1200000.0,3 Bedroom House,,,3.0,13.84
,600.0,,,,,Wilgeheuwel,,4000000.0,Vacant Land,,,3.0,13.84
,81.0,1.0,2.0,,,Princess Ah,,425000.0,2 Bedroom Apartment,,,3.0,13.84
,72.0,,1.0,,,Willowbrook,,530000.0,1 Bedroom Apartment,,,3.0,13.84
,410.0,,3.0,,,Honeydew Manor,,2950000.0,3 Bedroom House,,,3.0,13.84
,985.0,,3.0,,,Groblerpark,,1100000.0,3 Bedroom House,,,3.0,13.84
,50.0,,2.0,,,Florida Lake,,390000.0,2 Bedroom Apartment,,,3.0,13.84
,55.0,,2.0,,,Willowbrook,,589000.0,2 Bedroom Apartment,,,3.0,13.84
,271.0,,2.0,,,Honeydew,,1090000.0,2 Bedroom Townhouse,,,4.0,11.41
,183.0,,3.0,,,Wilgeheuwel,,1550000.0,3 Bedroom Townhouse,,,3.0,13.84
,87.0,,2.0,,,Honeydew Manor,,895000.0,2 Bedroom Townhouse,,,3.0,13.84
,192.0,,4.0,,,Weltevreden Park,,1494000.0,4 Bedroom Townhouse,,,3.0,9.07
,377.0,,3.0,,,Groblerpark,,998000.0,3 Bedroom House,,,3.0,13.84
,938.0,,7.0,,,Discovery,,1890000.0,7 Bedroom House,,,4.0,12.35
,38.0,,2.0,,,Fleurhof,,480000.0,2 Bedroom Apartment,,,8.0,13.36
,137.0,,3.0,,,Allen'S Nek,,1399000.0,3 Bedroom Townhouse,,,3.0,13.84
,649.0,,4.0,,,Eagle Canyon Golf Estate,,8090000.0,4 Bedroom House,,,3.0,13.84
,61.0,,2.0,,,Honeydew,,525000.0,2 Bedroom Apartment,,,4.0,11.41
,81.0,,2.0,,,Princess Ah,,549000.0,2 Bedroom Apartment,,,3.0,13.84
,39.0,,2.0,,,Fleurhof,,435000.0,2 Bedroom Apartment,,,8.0,13.36
,38.0,,2.0,,,Fleurhof,,500000.0,2 Bedroom Apartment,,,8.0,13.36
,842.0,,4.0,,,Fleurhof,,1599995.0,4 Bedroom House,,,8.0,13.36
,97.0,,3.0,,,Groblerpark,,680000.0,3 Bedroom Townhouse,,,3.0,13.84
,190.0,,3.0,,,Discovery,,1575000.0,3 Bedroom House,,,4.0,12.35
,143.0,,4.0,,,Discovery,,1700000.0,4 Bedroom House,,,4.0,12.35
,630.0,,3.0,,,Ruimsig Country Estate,,2750000.0,3 Bedroom House,,,3.0,13.84
,552.0,,,,,Honeydew,,9050000.0,Vacant Land,,,4.0,11.41
,81.0,,2.0,,,Bergbron,,999000.0,2 Bedroom Townhouse,,,3.0,13.84
,74.0,,2.0,,,Zandspruit,,760000.0,2 Bedroom Apartment,,,3.0,13.84
,870.0,,3.0,,,Wilgeheuwel,,1440000.0,3 Bedroom House,,,3.0,13.84
,211.0,,2.0,,,Wilfordon,,795000.0,2 Bedroom House,,,3.0,13.84
,85.0,,3.0,,,Groblerpark,,840000.0,3 Bedroom Townhouse,,,3.0,13.84
,744.0,,3.0,,,Florida Lake,,900000.0,3 Bedroom House,,,3.0,13.84
,496.0,,3.0,,,Strubensvallei,,2499999.0,3 Bedroom House,,,3.0,13.84
,62.0,,2.0,,,Laser Park,,570000.0,2 Bedroom Apartment,,,3.0,15.05
,693.0,,3.0,,,Kloofendal,,1950000.0,3 Bedroom House,,,3.0,13.84
,794.0,,4.0,,,Fleurhof,,1699000.0,4 Bedroom House,,,8.0,13.36
,967.0,,2.0,,,Allen'S Nek,,950000.0,2 Bedroom Townhouse,,,3.0,13.84
,580.0,,3.0,,,Georginia,,1200000.0,3 Bedroom House,,,3.0,13.84
,779.0,,3.0,,,Lindhaven,,1299000.0,3 Bedroom House,,,3.0,13.84
,151.0,,,,,Ruimsig Ah,,6950000.0,Vacant Land,,,3.0,13.84
,50.0,,2.0,,,Florida,,425000.0,2 Bedroom Apartment,,,6.0,14.56
,396.0,,5.0,,,Little Falls,,3999999.0,5 Bedroom House,,,4.0,12.77
,283.0,,3.0,,,Wilro Park,,1499000.0,3 Bedroom House,,,3.0,13.84
,55.0,,,,,Laser Park,,14500000.0,Commercial Property,,,3.0,15.05
,337.0,,4.0,,,Wilro Park,,1899000.0,4 Bedroom House,,,3.0,13.84
,690.0,,3.0,,,Georginia,,1499000.0,3 Bedroom House,,,3.0,13.84
,792.0,,3.0,,,Ruimsig,,3990000.0,3 Bedroom House,,,2.0,17.29
,182.0,,3.0,,,Honeydew Manor,,1499000.0,3 Bedroom Townhouse,,,3.0,13.84
,122.0,,3.0,,,Honeydew Grove,,1780000.0,3 Bedroom Townhouse,,,3.0,13.84
,40.0,,1.0,,,Horison,,420000.0,1 Bedroom Apartment,,,3.0,13.84
,105.0,,3.0,,,Radiokop,,1100000.0,3 Bedroom Townhouse,,,3.0,12.01
,38.0,,2.0,,,Fleurhof,,389000.0,2 Bedroom Apartment,,,8.0,13.36
,579.0,,5.0,,,Ruimsig,,5100000.0,5 Bedroom House,,,2.0,17.29
,50.0,,1.0,,,Weltevreden Park,,599000.0,1 Bedroom Apartment,,,3.0,9.07
,249.0,,3.0,,,Roodepoort Central,,965000.0,3 Bedroom House,,,3.0,13.84
,176.0,,3.0,,,Amorosa,,1595000.0,3 Bedroom Townhouse,,,3.0,13.84
,79.0,,2.0,,,Bergbron,,850000.0,2 Bedroom Townhouse,,,3.0,13.84
,34.0,,2.0,,,Ruimsig Ah,,699000.0,2 Bedroom Townhouse,,,3.0,13.84
,160.0,,3.0,,,Honeydew Ridge,,1799000.0,3 Bedroom Townhouse,,,3.0,13.84
,475.0,,3.0,,,Breaunanda,,1670000.0,3 Bedroom House,,,3.0,13.84
,987.0,,3.0,,,Florida Park,,1775000.0,3 Bedroom House,,,3.0,13.84
,270.0,,3.0,,,Witpoortjie,,850000.0,3 Bedroom House,,,3.0,13.84
,38.0,,3.0,,,Florida Park,By Appointment Only!,2999999.0,3 Bedroom House,,,3.0,13.84
,553.0,,3.0,,,Ontdekkerspark,,2180000.0,3 Bedroom House,,,3.0,13.84
,48.0,,2.0,,,Groblerpark,,440000.0,2 Bedroom Apartment,,,3.0,13.84
,124.0,2.0,3.0,,,Honeydew Ridge,,1395000.0,3 Bedroom Townhouse,,,3.0,13.84
,59.0,,2.0,,,Horizon View,,480000.0,2 Bedroom Apartment,,,3.0,13.84
,700.0,,5.0,,,Florida Lake,,1535000.0,5 Bedroom House,,,3.0,13.84
,169.0,,3.0,,,Willowbrook,,1264000.0,3 Bedroom Townhouse,,,3.0,13.84
,41.0,,2.0,,,Fleurhof,,615000.0,2 Bedroom Apartment,,,8.0,13.36
,340.0,,3.0,,,Goudrand,,965000.0,3 Bedroom House,,,3.0,13.84
,61.0,,2.0,,,Honeydew,,515000.0,2 Bedroom Apartment,,,4.0,11.41
,995.0,2.0,3.0,,,Horison Park,,1680000.0,3 Bedroom House,,,3.0,13.84
,794.0,,5.0,,,Fleurhof,,1449000.0,5 Bedroom House,,,8.0,13.36
,80.0,,2.0,,,Horison,,399000.0,2 Bedroom Apartment,,,3.0,13.84
,971.0,,3.0,,,Florida,,1475000.0,3 Bedroom House,,,6.0,14.56
,793.0,,5.0,,,Constantia Kloof,,2200000.0,5 Bedroom House,,,3.0,13.92
,700.0,,3.0,,,Groblerpark,,595000.0,3 Bedroom Townhouse,,,3.0,13.84
,77.0,,2.0,,,Florida,,320000.0,2 Bedroom Apartment,,,6.0,14.56
,181.0,,5.0,,,Helderkruin,,1895000.0,5 Bedroom House,,,3.0,14.75
,70.0,,2.0,,,Florida,,510000.0,2 Bedroom Apartment,,,6.0,14.56
,320.0,,3.0,,,Cosmo City,,899000.0,3 Bedroom House,,,3.0,13.84
,85.0,,2.0,,,Constantia Kloof,,775000.0,2 Bedroom Apartment,,,3.0,13.92
,40.0,,2.0,,,Fleurhof,,420000.0,2 Bedroom Apartment,,,8.0,13.36
,76.0,,2.0,,,Honeydew,,660000.0,2 Bedroom Apartment,,,4.0,11.41
,139.0,,3.0,,,Wilgeheuwel,,1399000.0,3 Bedroom Townhouse,,,3.0,13.84
,164.0,,3.0,,,Florida,,1700000.0,3 Bedroom House,,,6.0,14.56
,619.0,,3.0,,,Willowbrook,,2680000.0,3 Bedroom Townhouse,,,3.0,13.84
,53.0,,2.0,,,Floracliffe,,525000.0,2 Bedroom Apartment,,,3.0,13.84
,108.0,,1.0,,,Wilro Park,,945000.0,1 Bedroom Townhouse,,,3.0,13.84
,38.0,,2.0,,,Fleurhof,,370000.0,2 Bedroom Apartment,,,8.0,13.36
,818.0,1.0,3.0,,,Manufacta,,890000.0,3 Bedroom House,,,3.0,13.84
,868.0,,2.0,,,Florida North,,800000.0,2 Bedroom Townhouse,,,3.0,13.84
,72.0,,2.0,,,Honeypark,,638000.0,2 Bedroom Townhouse,,,3.0,13.84
,332.0,,3.0,,,Witpoortjie,,1500000.0,3 Bedroom House,,,3.0,13.84
,700.0,,3.0,,,Groblerpark,,549000.0,3 Bedroom House,,,3.0,13.84
,929.0,,3.0,,,Discovery,,1480000.0,3 Bedroom House,,,4.0,12.35
,700.0,,3.0,,,Witpoortjie,,1050000.0,3 Bedroom House,,,3.0,13.84
,90.0,,2.0,,,Florida,,730000.0,2 Bedroom Townhouse,,,6.0,14.56
,882.0,,4.0,,,Eagle Canyon Golf Estate,,9995000.0,4 Bedroom House,,,3.0,13.84
,52.0,,2.0,,,Georginia,,585000.0,2 Bedroom Townhouse,,,3.0,13.84
,86.0,,3.0,,,Wilgeheuwel,,980000.0,3 Bedroom Townhouse,,,3.0,13.84
,135.0,,3.0,,,Horizon View,,930000.0,3 Bedroom Townhouse,,,3.0,13.84
,113.0,,3.0,,,Weltevreden Park,,999000.0,3 Bedroom Townhouse,,,3.0,9.07
,238.0,,5.0,,,Weltevreden Park,,2049000.0,5 Bedroom House,,,3.0,9.07
,54.0,,1.0,,,Honeydew,,565000.0,1 Bedroom Apartment,,,4.0,11.41
,725.0,,,,,Eagle Canyon Golf Estate,,2575000.0,Vacant Land,,,3.0,13.84
,657.0,,,,,Allen'S Nek,,35000000.0,Commercial Property,,,3.0,13.84
,754.0,,,,,Little Falls,,11000000.0,Commercial Property,,,4.0,12.77
,122.0,,3.0,,,Radiokop,,899000.0,3 Bedroom Townhouse,,,3.0,12.01
,65.0,,2.0,,,Wilro Park,,680000.0,2 Bedroom Townhouse,,,3.0,13.84
,193.0,,3.0,,,Amorosa,,2499000.0,3 Bedroom Townhouse,,,3.0,13.84
,67.0,,2.0,,,Wilgeheuwel,,549000.0,2 Bedroom Townhouse,,,3.0,13.84
