agent,area_sqm,bathrooms,bedrooms,description,listing_id,location,on_show,price,property_type,special_tag,url,crime_index,gautrain_km
,895.0,,3.0,,,Witpoortjie,,1580000.0,3 Bedroom House,,,3.0,13.84
,84.0,,3.0,,,Roodekrans,,790000.0,3 Bedroom Apartment,,,3.0,13.84
,61.0,,2.0,,,Honeydew,,560000.0,2 Bedroom Apartment,,,4.0,11.41
,85.0,,3.0,,,Groblerpark,,799000.0,3 Bedroom Townhouse,,,3.0,13.84
,70.0,,2.0,,,Wilgeheuwel,,950000.0,2 Bedroom Apartment,,,3.0,13.84
,61.0,,2.0,,,Wilgeheuwel,,599999.0,2 Bedroom Apartment,,,3.0,13.84
,389.0,,3.0,,,Cosmo City,,1250000.0,3 Bedroom House,,,3.0,13.84
,85.0,,3.0,,,Witpoortjie,,720000.0,3 Bedroom Apartment,,,3.0,13.84
,51.0,,2.0,,,Florida,,439000.0,2 Bedroom Townhouse,,,6.0,14.56
,11.0,,3.0,,,Constantia Kloof,,1295000.0,3 Bedroom Townhouse,,,3.0,13.92
,123.0,,2.0,,,Honeydew Manor,,1480000.0,2 Bedroom Townhouse,,,3.0,13.84
,167.0,,3.0,,,Wilgeheuwel,,1600000.0,3 Bedroom House,,,3.0,13.84
,92.0,,2.0,,,Honeydew Ridge,,810000.0,2 Bedroom Townhouse,,,3.0,13.84
,79.0,,2.0,,,Radiokop,,899000.0,2 Bedroom Townhouse,,,3.0,12.01
,671.0,,4.0,,,Eagle Canyon Golf Estate,,5290000.0,4 Bedroom House,,,3.0,13.84
,324.0,,3.0,,,Honeydew Ridge,,1490000.0,3 Bedroom Townhouse,,,3.0,13.84
,52.0,,2.0,,,Groblerpark,,689000.0,2 Bedroom Townhouse,,,3.0,13.84
,595.0,,5.0,,,Florida,,2700000.0,5 Bedroom House,,,6.0,14.56
,986.0,,3.0,,,Delarey,,1300000.0,3 Bedroom House,,,3.0,13.84
,70.0,,2.0,,,Wilgeheuwel,,900000.0,2 Bedroom Townhouse,,,3.0,13.84
,67.0,,2.0,,,Wilgeheuwel,,549000.0,2 Bedroom Apartment,,,3.0,13.84
,53.0,,2.0,,,Helderkruin,,750000.0,2 Bedroom Apartment,,,3.0,14.75
,420.0,,,,,Ontdekkerspark,,2800000.0,Commercial Property,,,3.0,13.84
,495.0,,3.0,,,Roodepoort Central,,850000.0,3 Bedroom House,,,3.0,13.84
,23.0,,4.0,,,Strubensvallei,,2100000.0,4 Bedroom House,,,3.0,13.84
,16.0,,,,,Amorosa,,3700000.0,Vacant Land,,,3.0,13.84
,105.0,,2.0,,,Allen'S Nek,,930000.0,2 Bedroom Apartment,,,3.0,13.84
,290.0,,5.0,,,Eagle Canyon Golf Estate,,6550000.0,5 Bedroom House,,,3.0,13.84
,971.0,2.0,4.0,,,Witpoortjie,,995000.0,4 Bedroom House,,,3.0,13.84
,447.0,,3.0,,,Wilro Park,,1950000.0,3 Bedroom House,,,3.0,13.84
,96.0,,5.0,,,Eagle Canyon Golf Estate,,13000000.0,5 Bedroom House,,,3.0,13.84
,40.0,,2.0,,,Fleurhof,,486000.0,2 Bedroom Apartment,,,8.0,13.36
,89.0,,,,,Constantia Kloof,,1725000.0,Vacant Land,,,3.0,13.92
,932.0,,4.0,,,Discovery,,1299000.0,4 Bedroom House,,,4.0,12.35
,70.0,,2.0,,,Florida,,540000.0,2 Bedroom Apartment,,,6.0,14.56
,204.0,,2.0,,,Whiteridge,,860000.0,2 Bedroom Apartment,,,3.0,13.84
,420.0,,3.0,,,Cosmo City,,1250000.0,3 Bedroom House,,,3.0,13.84
,54.0,,2.0,,,Roodepoort West,,470000.0,2 Bedroom Apartment,,,3.0,13.84
,26.0,,3.0,,,Horison Park,,1750000.0,3 Bedroom House,,,3.0,13.84
,237.0,,4.0,,,Willowbrook,,2999999.0,4 Bedroom Townhouse,,,3.0,13.84
,119.0,,3.0,,,Strubensvallei,,1870000.0,3 Bedroom Townhouse,,,3.0,13.84
,65.0,,2.0,,,Florida Glen,,718000.0,2 Bedroom Apartment,,,3.0,13.84
,71.0,,2.0,,,Florida,,480000.0,2 Bedroom Apartment,,,6.0,14.56
,763.0,,3.0,,,Florida Lake,,1095000.0,3 Bedroom House,,,3.0,13.84
,55.0,,1.0,,,Ruimsig,,520000.0,1 Bedroom Apartment,,,2.0,17.29
,88.0,,2.0,,,Honeydew Manor,,890000.0,2 Bedroom Townhouse,,,3.0,13.84
,353.0,,3.0,,,Witpoortjie,,1550000.0,3 Bedroom House,,,3.0,13.84
,70.0,,2.0,,,Allen'S Nek,,799000.0,2 Bedroom Townhouse,,,3.0,13.84
,67.0,,2.0,,,Wilgeheuwel,,540000.0,2 Bedroom Townhouse,,,3.0,13.84
,40.0,,1.0,,,Florida Lake,,250000.0,1 Bedroom Apartment,,,3.0,13.84
,137.0,,3.0,,,Wilgeheuwel,,1200000.0,3 Bedroom Townhouse,,,3.0,13.84
,569.0,,3.0,,,Discovery,,1550000.0,3 Bedroom House,,,4.0,12.35
,258.0,,3.0,,,Cosmo City,,1400000.0,3 Bedroom House,,,3.0,13.84
,113.0,,2.0,,,Florida,,520000.0,2 Bedroom Apartment,,,6.0,14.56
,69.0,,2.0,,,Constantia Kloof,,745000.0,2 Bedroom Apartment,,,3.0,13.92
,97.0,,2.0,,,Little Falls,,1095000.0,2 Bedroom Townhouse,,,4.0,12.77
,84.0,,2.0,,,Horizon View,,589995.0,2 Bedroom Apartment,,,3.0,13.84
,446.0,,3.0,,,Weltevreden Park,,1660000.0,3 Bedroom House,,,3.0,9.07
,270.0,,3.0,,,Radiokop,,2249000.0,3 Bedroom Townhouse,,,3.0,12.01
,49.0,,2.0,,,Princess Ah,,450000.0,2 Bedroom Apartment,,,3.0,13.84
,66.0,,2.0,,,Wilgeheuwel,,520000.0,2 Bedroom Townhouse,,,3.0,13.84
,159.0,,3.0,,,Willowbrook,,1450000.0,3 Bedroom Townhouse,,,3.0,13.84
,400.0,,,,,Industria North,,3800000.0,Industrial Property,,,3.0,13.84
,133.0,,,,,Allen'S Nek,,1800000.0,Commercial Property,,,3.0,13.84
,104.0,,2.0,,,Lindhaven,,960000.0,2 Bedroom Townhouse,,,3.0,13.84
,124.0,,3.0,,,Radiokop,,1599999.0,3 Bedroom Apartment,,,3.0,12.01
,51.0,,2.0,,,Florida Lake,,480000.0,2 Bedroom Apartment,,,3.0,13.84
,137.0,,3.0,,,Wilgeheuwel,,1250000.0,3 Bedroom Townhouse,,,3.0,13.84
,142.0,,4.0,,,Witpoortjie,SUNDAY 23 MARCH 2025  – VIEW BY APPOINTMENT ONLY – CONTACT AGENT TO ARRANGE (as ...,1345000.0,4 Bedroom House,,,3.0,13.84
,116.0,,2.0,,,Eagle Canyon Golf Estate,,1490000.0,2 Bedroom Townhouse,,,3.0,13.84
,60.0,,2.0,,,Lindhaven,,500000.0,2 Bedroom Apartment,,,3.0,13.84
,40.0,,2.0,,,Fleurhof,,610000.0,2 Bedroom Apartment,,,8.0,13.36
,188.0,,5.0,,,Wilro Park,,2245000.0,5 Bedroom House,,,3.0,13.84
,358.0,,3.0,,,Cosmo City,,1275000.0,3 Bedroom House,,,3.0,13.84
,61.0,,2.0,,,Wilgeheuwel,,640000.0,2 Bedroom Townhouse,,,3.0,13.84
,139.0,,2.0,,,Eagle Canyon Golf Estate,,1550000.0,2 Bedroom Apartment,,,3.0,13.84
,133.0,,3.0,,,Little Falls,,1590000.0,3 Bedroom Townhouse,,,4.0,12.77
,340.0,,3.0,,,Weltevreden Park,,2295000.0,3 Bedroom House,,,3.0,9.07
,130.0,,5.0,,,Poortview,,7500000.0,5 Bedroom House,,,3.0,13.84
,314.0,2.0,3.0,,,Cosmo City,,1100000.0,3 Bedroom House,,,3.0,13.84
,92.0,,2.0,,,Radiokop,,890000.0,2 Bedroom Townhouse,,,3.0,12.01
,880.0,,3.0,,,Witpoortjie,,1195000.0,3 Bedroom House,,,3.0,13.84
,181.0,,3.0,,,Helderkruin,,1850000.0,3 Bedroom House,,,3.0,14.75
,99.0,,4.0,,,Weltevreden Park,,1999000.0,4 Bedroom House,,,3.0,9.07
,414.0,,4.0,,,Cosmo City,,1299999.0,4 Bedroom House,,,3.0,13.84
,901.0,,3.0,,,Groblerpark,,1120000.0,3 Bedroom House,,,3.0,13.84
,495.0,,3.0,,,Roodepoort North,,1300000.0,3 Bedroom House,,,3.0,13.84
,495.0,,4.0,,,Roodepoort North,,1040000.0,4 Bedroom House,,,3.0,13.84
,803.0,,2.0,,,Florida Hills,,685000.0,2 Bedroom Townhouse,,,3.0,13.84
,60.0,,2.0,,,Lindhaven,,500000.0,2 Bedroom Townhouse,,,3.0,13.84
,76.0,,2.0,,,Honeydew,,800000.0,2 Bedroom Townhouse,,,4.0,11.41
,363.0,,2.0,,,Wilgeheuwel,,795000.0,2 Bedroom Townhouse,,,3.0,13.84
,88.0,,3.0,,,Weltevreden Park,,999000.0,3 Bedroom Townhouse,,,3.0,9.07
,794.0,,3.0,,,Fleurhof,,1200000.0,3 Bedroom House,,,8.0,13.36
,235.0,,4.0,,,Ruimsig,,1999999.0,4 Bedroom Townhouse,,,2.0,17.29
,415.0,,5.0,,,Strubensvallei,,2750000.0,5 Bedroom House,,,3.0,13.84
,904.0,2.0,3.0,,,Lindhaven,,1350000.0,3 Bedroom House,,,3.0,13.84
,778.0,,4.0,,,Zonnehoewe Ah,,4500000.0,4 Bedroom House,,,3.0,13.84
,64.0,,3.0,,,Strubensvallei,,1999000.0,3 Bedroom House,,,3.0,13.84
,57.0,2.0,2.0,,,Honeydew Grove,,590000.0,2 Bedroom Apartment,,,3.0,13.84
,246.0,,,,,Cosmo City,,4500000.0,Vacant Land,,,3.0,13.84
,57.0,,3.0,,,Horison,,1550000.0,3 Bedroom House,,,3.0,13.84
,531.0,,4.0,,,Helderkruin,,2899000.0,4 Bedroom House,,,3.0,14.75
,259.0,,3.0,,,Florida Glen,,2290000.0,3 Bedroom House,,,3.0,13.84
,155.0,,3.0,,,Radiokop,,2045000.0,3 Bedroom Townhouse,,,3.0,12.01
,72.0,,1.0,,,Ruimsig,,580000.0,1 Bedroom Apartment,,,2.0,17.29
,82.0,,2.0,,,Horizon View,,589999.0,2 Bedroom Apartment,,,3.0,13.84
,715.0,,5.0,,,Georginia,,1350000.0,5 Bedroom House,,,3.0,13.84
,120.0,,3.0,,,Honeydew Ridge,,1449000.0,3 Bedroom Townhouse,,,3.0,13.84
,538.0,,4.0,,,Cosmo City,,1350000.0,4 Bedroom House,,,3.0,13.84
,169.0,,3.0,,,Goudrand,,850000.0,3 Bedroom House,,,3.0,13.84
,72.0,,2.0,,,Strubensvallei,,799000.0,2 Bedroom Townhouse,,,3.0,13.84
,64.0,,2.0,,,Wilgeheuwel,,795000.0,2 Bedroom Townhouse,,,3.0,13.84
,51.0,,2.0,,,Florida,,450000.0,2 Bedroom Apartment,,,6.0,14.56
,170.0,,5.0,,,Florida Park,,1999000.0,5 Bedroom House,,,3.0,13.84
,275.0,,3.0,,,Cosmo City,,870000.0,3 Bedroom House,,,3.0,13.84
,66.0,,1.0,,,Wilro Park,,895000.0,1 Bedroom Apartment,,,3.0,13.84
,94.0,,2.0,,,Honeydew Manor,,860000.0,2 Bedroom Townhouse,,,3.0,13.84
,161.0,,6.0,,,Florida,,2500000.0,6 Bedroom House,,,6.0,14.56
,88.0,,2.0,,,Weltevreden Park,,999000.0,2 Bedroom Townhouse,,,3.0,9.07
,738.0,,4.0,,,Wilgeheuwel,,3650000.0,4 Bedroom House,,,3.0,13.84
,62.0,1.0,2.0,,,Honeydew,,550000.0,2 Bedroom Apartment,,,4.0,11.41
,140.0,,4.0,,,Wilro Park,,1950000.0,4 Bedroom House,,,3.0,13.84
,130.0,2.0,3.0,,,Wilgeheuwel,,1195000.0,3 Bedroom Townhouse,,,3.0,13.84
,11.0,,4.0,,,Eagle Canyon Golf Estate,,9500000.0,4 Bedroom House,,,3.0,13.84
,531.0,,3.0,,,Georginia,,940000.0,3 Bedroom House,,,3.0,13.84
,115.0,,3.0,,,Bergbron,,1290000.0,3 Bedroom Townhouse,,,3.0,13.84
,174.0,,4.0,,,Radiokop,,1750000.0,4 Bedroom Townhouse,,,3.0,12.01
,69.0,,2.0,,,Honeypark,,680000.0,2 Bedroom Apartment,,,3.0,13.84
,75.0,2.0,3.0,,,Bergbron,,970000.0,3 Bedroom Apartment,,,3.0,13.84
,193.0,,3.0,,,Hamberg,,550000.0,3 Bedroom Townhouse,,,3.0,13.84
,463.0,,4.0,,,Fleurhof,,2258190.0,4 Bedroom House,,,8.0,13.36
,172.0,2.0,3.0,,,Willowbrook,,1750000.0,3 Bedroom Townhouse,,,3.0,13.84
,97.0,,2.0,,,Wilgeheuwel,,1090000.0,2 Bedroom Apartment,,,3.0,13.84
,987.0,,,,,Mostyn Park,,7194600.0,Vacant Land,,,3.0,13.84
,23.0,,5.0,,,Strubensvallei,,1780000.0,5 Bedroom House,,,3.0,13.84
,495.0,,3.0,,,Roodepoort North,,1095000.0,3 Bedroom House,,,3.0,13.84
,666.0,,4.0,,,Roodekrans,,2749000.0,4 Bedroom House,,,3.0,13.84
,82.0,,3.0,,,Honeydew,,800000.0,3 Bedroom Townhouse,,,4.0,11.41
,120.0,,2.0,,,Allen'S Nek,,1385000.0,2 Bedroom Townhouse,,,3.0,13.84
,961.0,,3.0,,,Florida Park,,950000.0,3 Bedroom Townhouse,,,3.0,13.84
,125.0,,3.0,,,Radiokop,,1720000.0,3 Bedroom Townhouse,,,3.0,12.01
,90.0,1.0,2.0,,,Florida,,750000.0,2 Bedroom Apartment,,,6.0,14.56
,875.0,,,,,Constantia Kloof,,1500000.0,Vacant Land,,,3.0,13.92
,731.0,,4.0,,,Lindhaven,,1400000.0,4 Bedroom House,,,3.0,13.84
,47.0,,4.0,,,Radiokop,,2275000.0,4 Bedroom House,,,3.0,12.01
,76.0,,2.0,,,Honeydew,,890000.0,2 Bedroom Apartment,,,4.0,11.41
,750.0,,2.0,,,Wilgeheuwel,,599999.0,2 Bedroom Townhouse,,,3.0,13.84
,487.0,,4.0,,,Constantia Kloof,,2900000.0,4 Bedroom House,,,3.0,13.92
,113.0,,2.0,,,Allen'S Nek,,850000.0,2 Bedroom Apartment,,,3.0,13.84
,363.0,,2.0,,,Wilgeheuwel,,949000.0,2 Bedroom Townhouse,,,3.0,13.84
,73.0,,1.0,,,Florida Lake,,380000.0,1 Bedroom Apartment,,,3.0,13.84
,80.0,2.0,2.0,,,Florida Glen,,690000.0,2 Bedroom Apartment,,,3.0,13.84
,88.0,,2.0,,,Honeypark,,700000.0,2 Bedroom Apartment,,,3.0,13.84
,99.0,,3.0,,,Weltevreden Park,,1150000.0,3 Bedroom Townhouse,,,3.0,9.07
,50.0,,2.0,,,Weltevreden Park,,750000.0,2 Bedroom Townhouse,,,3.0,9.07
,53.0,,1.0,,,Honeydew Manor,,395000.0,1 Bedroom Apartment,,,3.0,13.84
,453.0,,4.0,,,Wilro Park,,2000000.0,4 Bedroom House,,,3.0,13.84
,199.0,,4.0,,,Roodekrans,,3150000.0,4 Bedroom House,,,3.0,13.84
,110.0,,2.0,,,Constantia Kloof,,880000.0,2 Bedroom Apartment,,,3.0,13.92
,108.0,,2.0,,,Fleurhof,,640000.0,2 Bedroom House,,,8.0,13.36
,123.0,,4.0,,,Honeydew Manor,,1650000.0,4 Bedroom Townhouse,,,3.0,13.84
,532.0,,3.0,,,Witpoortjie,,1950000.0,3 Bedroom House,,,3.0,13.84
,92.0,,3.0,,,Little Falls,,1185000.0,3 Bedroom Townhouse,,,4.0,12.77
,188.0,,3.0,,,Weltevreden Park,,2095000.0,3 Bedroom House,,,3.0,9.07
,311.0,,4.0,,,Quellerina,,3990000.0,4 Bedroom House,,,3.0,13.84
,95.0,,3.0,,,Witpoortjie,,795000.0,3 Bedroom Townhouse,,,3.0,13.84
,102.0,,3.0,,,Radiokop,,1150000.0,3 Bedroom Apartment,,,3.0,12.01
,127.0,,3.0,,,Wilgeheuwel,,1450000.0,3 Bedroom Townhouse,,,3.0,13.84
,70.0,,2.0,,,Florida,,450000.0,2 Bedroom Apartment,,,6.0,14.56
,138.0,,3.0,,,Florida North,,1280000.0,3 Bedroom Townhouse,,,3.0,13.84
,447.0,,3.0,,,Georginia,,850000.0,3 Bedroom House,,,3.0,13.84
,147.0,,3.0,,,Allen'S Nek,,1600000.0,3 Bedroom Townhouse,,,3.0,13.84
,724.0,,3.0,,,Georginia,,1195000.0,3 Bedroom House,,,3.0,13.84
,69.0,,2.0,,,Allen'S Nek,,890000.0,2 Bedroom Townhouse,,,3.0,13.84
,320.0,,5.0,,,Cosmo City,,980000.0,5 Bedroom House,,,3.0,13.84
,480.0,,3.0,,,Amorosa,,1999000.0,3 Bedroom Townhouse,,,3.0,13.84
,300.0,,2.0,,,Roodepoort West,,585000.0,2 Bedroom Townhouse,,,3.0,13.84
,165.0,,4.0,,,Constantia Kloof,,3195000.0,4 Bedroom House,,,3.0,13.92
,831.0,5.0,4.0,,,Ruimsig,,3899000.0,4 Bedroom House,,,2.0,17.29
,260.0,,5.0,,,Cosmo City,,1120000.0,5 Bedroom House,,,3.0,13.84
,65.0,,2.0,,,Strubensvallei,,650000.0,2 Bedroom Apartment,,,3.0,13.84
,80.0,,2.0,,,Willowbrook,,560000.0,2 Bedroom Apartment,,,3.0,13.84
,115.0,,3.0,,,Witpoortjie,,1850000.0,3 Bedroom House,,,3.0,13.84
,157.0,,3.0,,,Roodepoort West,,979180.0,3 Bedroom House,,,3.0,13.84
,426.0,,4.0,,,Amorosa,,2399000.0,4 Bedroom Townhouse,,,3.0,13.84
,187.0,5.0,3.0,,,Amorosa,,2100000.0,3 Bedroom House,,,3.0,13.84
,127.0,,3.0,,,Wilgeheuwel,,1350000.0,3 Bedroom Townhouse,,,3.0,13.84
,61.0,,3.0,,,Witpoortjie,,685000.0,3 Bedroom Apartment,,,3.0,13.84
,181.0,,4.0,,,Roodekrans,,1850000.0,4 Bedroom House,,,3.0,13.84
,903.0,,4.0,,,Carenvale,,1895000.0,4 Bedroom House,,,3.0,13.84
,651.0,,6.0,,,Groblerpark,,1999000.0,6 Bedroom House,,,3.0,13.84
,89.0,,2.0,,,Ruimsig,,700000.0,2 Bedroom Apartment,,,2.0,17.29
,54.0,,2.0,,,Roodepoort West,,399999.0,2 Bedroom Apartment,,,3.0,13.84
,992.0,,2.0,,,Roodekrans,,1350000.0,2 Bedroom House,,,3.0,13.84
,72.0,,2.0,,,Florida,,450000.0,2 Bedroom Townhouse,,,6.0,14.56
,146.0,,3.0,,,Roodekrans,,1380000.0,3 Bedroom Townhouse,,,3.0,13.84
,800.0,,2.0,,,Roodekrans,,750000.0,2 Bedroom Townhouse,,,3.0,13.84
,190.0,2.0,3.0,,,Weltevreden Park,,1350000.0,3 Bedroom Townhouse,,,3.0,9.07
,87.0,,3.0,,,Groblerpark,,690000.0,3 Bedroom Apartment,,,3.0,13.84
,870.0,,4.0,,,Florida Park,,1549000.0,4 Bedroom House,,,3.0,13.84
,801.0,,,,,Wilro Park,,3500000.0,Vacant Land,,,3.0,13.84
,115.0,,3.0,,,Allen'S Nek,,1265000.0,3 Bedroom Townhouse,,,3.0,13.84
,432.0,,3.0,,,Radiokop,,3200000.0,3 Bedroom Townhouse,,,3.0,12.01
,190.0,,4.0,,,Horison,,1890000.0,4 Bedroom House,,,3.0,13.84
,92.0,,2.0,,,Allen'S Nek,,1150000.0,2 Bedroom Townhouse,,,3.0,13.84
,835.0,,3.0,,,Honeydew Manor,,1350000.0,3 Bedroom Townhouse,,,3.0,13.84
,99.0,,2.0,,,Little Falls,,899000.0,2 Bedroom Apartment,,,4.0,12.77
,400.0,,,,,Wilro Park,,4000000.0,Vacant Land,,,3.0,13.84
,52.0,,2.0,,,Creswell Park,,595000.0,2 Bedroom Apartment,,,3.0,13.84
,67.0,,2.0,,,Groblerpark,,580000.0,2 Bedroom Apartment,,,3.0,13.84
,121.0,,3.0,,,Radiokop,,1460000.0,3 Bedroom Townhouse,,,3.0,12.01
,593.0,,2.0,,,Wilgeheuwel,,1599000.0,2 Bedroom House,,,3.0,13.84
,66.0,,2.0,,,Lindhaven,,450000.0,2 Bedroom Apartment,,,3.0,13.84
,709.0,,3.0,,,Florida Lake,,1349000.0,3 Bedroom House,,,3.0,13.84
,42.0,,3.0,,,Roodekrans,,1885000.0,3 Bedroom House,,,3.0,13.84
,752.0,,5.0,,,Kloofendal,,2150000.0,5 Bedroom House,,,3.0,13.84
,51.0,,2.0,,,Florida,,480000.0,2 Bedroom Apartment,,,6.0,14.56
,38.0,,2.0,,,Fleurhof,,420000.0,2 Bedroom Apartment,,,8.0,13.36
,213.0,,3.0,,,Amorosa,,2750000.0,3 Bedroom Townhouse,,,3.0,13.84
,881.0,,5.0,,,Constantia Kloof,,2980000.0,5 Bedroom House,,,3.0,13.92
,709.0,,3.0,,,Florida Lake,,1350000.0,3 Bedroom House,,,3.0,13.84
,794.0,,3.0,,,Fleurhof,,1140000.0,3 Bedroom House,,,8.0,13.36
,397.0,,2.0,,,Willowbrook,,950000.0,2 Bedroom Townhouse,,,3.0,13.84
,581.0,5.0,3.0,,,Honeydew Ridge,,3450000.0,3 Bedroom House,,,3.0,13.84
,240.0,,4.0,,,Cosmo City,,2099000.0,4 Bedroom House,,,3.0,13.84
,523.0,,4.0,,,Willowbrook,,1750000.0,4 Bedroom Townhouse,,,3.0,13.84
,225.0,,3.0,,,Florida Park,,1795000.0,3 Bedroom House,,,3.0,13.84
,430.0,,3.0,,,Eagle Canyon Golf Estate,,3690000.0,3 Bedroom House,,,3.0,13.84
,58.0,,4.0,,,Ontdekkerspark,,1650000.0,4 Bedroom House,,,3.0,13.84
,52.0,,2.0,,,Florida,,440000.0,2 Bedroom Apartment,,,6.0,14.56
,392.0,,3.0,,,Helderkruin,,1780000.0,3 Bedroom House,,,3.0,14.75
,70.0,,2.0,,,Florida,,520000.0,2 Bedroom Townhouse,,,6.0,14.56
,388.0,,5.0,,,Ruimsig,,4695000.0,5 Bedroom House,,,2.0,17.29
,116.0,,,,,Eagle Canyon Golf Estate,,8495000.0,House,,,3.0,13.84
,188.0,,3.0,,,Helderkruin,,1400000.0,3 Bedroom Townhouse,,,3.0,14.75
,53.0,,3.0,,,Florida Glen,,2400000.0,3 Bedroom House,,,3.0,13.84
,70.0,,2.0,,,Allen'S Nek,,600000.0,2 Bedroom Apartment,,,3.0,13.84
,651.0,,3.0,,,Wilgeheuwel,,2999000.0,3 Bedroom House,,,3.0,13.84
,765.0,,3.0,,,Witpoortjie,,1280000.0,3 Bedroom House,,,3.0,13.84
,138.0,,3.0,,,Wilgeheuwel,,1300000.0,3 Bedroom Townhouse,,,3.0,13.84
,52.0,,2.0,,,Weltevreden Park,,580000.0,2 Bedroom Apartment,,,3.0,9.07
,688.0,,4.0,,,Florida Hills,,1999000.0,4 Bedroom House,,,3.0,13.84
,208.0,,3.0,,,Wilgeheuwel,,1295000.0,3 Bedroom Townhouse,,,3.0,13.84
,339.0,,2.0,,,Wilro Park,,945000.0,2 Bedroom House,,,3.0,13.84
,51.0,,2.0,,,Amorosa,,620000.0,2 Bedroom Apartment,,,3.0,13.84
,495.0,,3.0,,,Roodepoort North,,899000.0,3 Bedroom House,,,3.0,13.84
,936.0,2.0,3.0,,,Quellerina,,2400000.0,3 Bedroom Townhouse,,,3.0,13.84
,222.0,,3.0,,,Roodepoort North,,950000.0,House,,,3.0,13.84
,496.0,,2.0,,,Florida,,988888.0,2 Bedroom House,,,6.0,14.56
,929.0,,4.0,,,Discovery,,1299000.0,4 Bedroom House,,,4.0,12.35
,51.0,,2.0,,,Wilgeheuwel,,460000.0,2 Bedroom Apartment,,,3.0,13.84
,88.0,,3.0,,,Allen'S Nek,,1150000.0,3 Bedroom Townhouse,,,3.0,13.84
,62.0,1.0,2.0,,,Laser Park,,565000.0,2 Bedroom Apartment,,,3.0,15.05
,87.0,,2.0,,,Constantia Kloof,,780000.0,2 Bedroom Apartment,,,3.0,13.92
,131.0,,3.0,,,Bergbron,,2950000.0,3 Bedroom House,,,3.0,13.84
,113.0,,3.0,,,Florida Lake,,590000.0,3 Bedroom Apartment,,,3.0,13.84
,904.0,,4.0,,,Eagle Canyon Golf Estate,,6500000.0,4 Bedroom House,,,3.0,13.84
,141.0,,5.0,,,Weltevreden Park,Saturday 4pm to 5pm by appointment -  Call Tess or Ann to schedule your ...,2250000.0,5 Bedroom House,,,3.0,9.07
,66.0,,2.0,,,Groblerpark,,590000.0,2 Bedroom Apartment,,,3.0,13.84
,52.0,,2.0,,,Weltevreden Park,,599000.0,2 Bedroom Apartment,,,3.0,9.07
,300.0,,3.0,,,Cosmo City,,1290000.0,3 Bedroom House,,,3.0,13.84
,165.0,,3.0,,,Florida,,850000.0,3 Bedroom House,,,6.0,14.56
,56.0,,2.0,,,Florida Lake,,390000.0,2 Bedroom Apartment,,,3.0,13.84
,72.0,,2.0,,,Florida,,450000.0,2 Bedroom Apartment,,,6.0,14.56
,198.0,2.0,2.0,,,Little Falls,,1399000.0,2 Bedroom Townhouse,,,4.0,12.77
,125.0,,4.0,,,Honeydew Manor,,1150000.0,4 Bedroom Townhouse,,,3.0,13.84
,120.0,,3.0,,,Honeydew Manor,,1395000.0,3 Bedroom Townhouse,,,3.0,13.84
,779.0,,2.0,,,Wilro Park,,1390000.0,2 Bedroom House,,,3.0,13.84
,132.0,,3.0,,,Wilgeheuwel,,1350000.0,3 Bedroom Townhouse,,,3.0,13.84
,405.0,,3.0,,,Allen'S Nek,,1599000.0,3 Bedroom House,,,3.0,13.84
,400.0,,4.0,,,Constantia Kloof,,2995000.0,4 Bedroom House,,,3.0,13.92
,82.0,,2.0,,,Honeydew Grove,,790000.0,2 Bedroom Apartment,,,3.0,13.84
,92.0,,3.0,,,Horizon View,,680000.0,3 Bedroom Apartment,,,3.0,13.84
,755.0,,4.0,,,Georginia,,1120000.0,4 Bedroom House,,,3.0,13.84
,177.0,,4.0,,,Weltevreden Park,,1749000.0,4 Bedroom House,,,3.0,9.07
,36.0,,4.0,,,Little Falls,,2499000.0,4 Bedroom House,,,4.0,12.77
,76.0,,5.0,,,Ruimsig,,10000000.0,5 Bedroom House,,,2.0,17.29
,200.0,,3.0,,,Weltevreden Park,,2499000.0,3 Bedroom House,,,3.0,9.07
,67.0,,3.0,,,Wilro Park,,709999.0,3 Bedroom Apartment,,,3.0,13.84
,73.0,,3.0,,,Allen'S Nek,,950000.0,3 Bedroom Apartment,,,3.0,13.84
,65.0,,2.0,,,Groblerpark,,520000.0,2 Bedroom Apartment,,,3.0,13.84
,81.0,,2.0,,,Florida,,450000.0,2 Bedroom Apartment,,,6.0,14.56
,69.0,,2.0,,,Florida Glen,,860000.0,2 Bedroom Townhouse,,,3.0,13.84
,895.0,,3.0,,,Witpoortjie,,1499000.0,3 Bedroom House,,,3.0,13.84
,217.0,,3.0,,,Strubensvallei,,1695000.0,3 Bedroom House,,,3.0,13.84
,201.0,,4.0,,,Weltevreden Park,,1300000.0,4 Bedroom Townhouse,,,3.0,9.07
,732.0,,3.0,,,Honeydew,,950000.0,3 Bedroom Townhouse,,,4.0,11.41
,40.0,,3.0,,,Wilro Park,,3000000.0,3 Bedroom House,,,3.0,13.84
,51.0,,4.0,,,Ontdekkerspark,,1690000.0,4 Bedroom House,,,3.0,13.84
,110.0,,,,,Laser Park,,920000.0,Industrial Property,,,3.0,15.05
,901.0,,3.0,,,Groblerpark,,1190000.0,3 Bedroom House,,,3.0,13.84
,171.0,,3.0,,,Honeydew Manor,,1790000.0,3 Bedroom Townhouse,,,3.0,13.84
,463.0,,2.0,,,Roodekrans,,970000.0,2 Bedroom Townhouse,,,3.0,13.84
